event_id,league,start_time_local,home_team,away_team,bookmaker,market,outcome,price_decimal,model_prob,market_prob_devig,edge_pct,ev,kelly_stake
real sociedad_rayo vallecano_20251005,soccer_spain_la_liga,2025-10-05 12:30,real sociedad,rayo vallecano,coolbet,moneyline,away,3.90,0.3400,0.2490,36.57,0.3260,562.07
udinese_cagliari_20251005,soccer_italy_serie_a,2025-10-05 06:30,udinese,cagliari,smarkets,match_winner,away,3.95,0.3353,0.2489,34.71,0.3245,549.98
villarreal_real betis_20251018,soccer_spain_la_liga,2025-10-18 12:30,villarreal,real betis,tipico_de,moneyline,draw,4.00,0.3300,0.2360,39.86,0.3200,533.33
villarreal_real betis_20251018,soccer_spain_la_liga,2025-10-18 12:30,villarreal,real betis,tipico_de,moneyline,draw,4.00,0.3300,0.2360,39.86,0.3200,533.33
strasbourg_angers_20251005,soccer_france_ligue_one,2025-10-05 11:15,strasbourg,angers,onexbet,moneyline,draw,4.00,0.3300,0.2464,33.92,0.3200,533.33
strasbourg_angers_20251005,soccer_france_ligue_one,2025-10-05 11:15,strasbourg,angers,onexbet,moneyline,draw,4.00,0.3300,0.2464,33.92,0.3200,533.33
angers_as monaco_20251018,soccer_france_ligue_one,2025-10-18 13:00,angers,as monaco,unibet_nl,match_winner,draw,4.70,0.2804,0.2054,36.47,0.3177,429.28
brentford_man_20251005,soccer_epl,2025-10-05 11:30,brentford,man,unibet_nl,match_winner,draw,4.70,0.2804,0.2089,34.21,0.3177,429.28
rc lens_paris_20251019,soccer_france_ligue_one,2025-10-19 09:00,rc lens,paris,onexbet,match_winner,away,3.92,0.3353,0.2513,33.45,0.3144,538.41
real sociedad_rayo vallecano_20251005,soccer_spain_la_liga,2025-10-05 12:30,real sociedad,rayo vallecano,coolbet,match_winner,away,3.90,0.3353,0.2490,34.69,0.3077,530.56
sc freiburg_eintracht frankfurt_20251019,soccer_germany_bundesliga,2025-10-19 09:30,sc freiburg,eintracht frankfurt,onexbet,moneyline,draw,3.96,0.3300,0.2485,32.78,0.3068,518.24
sc freiburg_eintracht frankfurt_20251019,soccer_germany_bundesliga,2025-10-19 09:30,sc freiburg,eintracht frankfurt,onexbet,moneyline,draw,3.96,0.3300,0.2485,32.78,0.3068,518.24
torino_napoli_20251018,soccer_italy_serie_a,2025-10-18 12:00,torino,napoli,onexbet,moneyline,draw,3.96,0.3300,0.2488,32.65,0.3068,518.24
torino_napoli_20251018,soccer_italy_serie_a,2025-10-18 12:00,torino,napoli,onexbet,moneyline,draw,3.96,0.3300,0.2488,32.65,0.3068,518.24
cagliari_bologna_20251019,soccer_italy_serie_a,2025-10-19 09:00,cagliari,bologna,nordicbet,match_winner,home,3.40,0.3843,0.2824,36.11,0.3067,639.02
burnley_leeds_20251018,soccer_epl,2025-10-18 10:00,burnley,leeds,betfair_ex_uk,match_winner,home,3.40,0.3843,0.2896,32.71,0.3067,639.02
eintracht frankfurt_liverpool_20251022,soccer_uefa_champs_league,2025-10-22 15:00,eintracht frankfurt,liverpool,suprabets,match_winner,draw,4.80,0.2720,0.2047,32.90,0.3056,402.11
lyon_toulouse_20251005,soccer_france_ligue_one,2025-10-05 09:00,lyon,toulouse,onexbet,moneyline,draw,3.92,0.3300,0.2512,31.36,0.2936,502.74
lyon_toulouse_20251005,soccer_france_ligue_one,2025-10-05 09:00,lyon,toulouse,onexbet,moneyline,draw,3.92,0.3300,0.2512,31.36,0.2936,502.74
rc lens_paris_20251019,soccer_france_ligue_one,2025-10-19 09:00,rc lens,paris,onexbet,moneyline,draw,3.92,0.3300,0.2513,31.33,0.2936,502.74
rc lens_paris_20251019,soccer_france_ligue_one,2025-10-19 09:00,rc lens,paris,onexbet,moneyline,draw,3.92,0.3300,0.2513,31.33,0.2936,502.74
getafe_real madrid_20251019,soccer_spain_la_liga,2025-10-19 15:00,getafe,real madrid,pinnacle,match_winner,draw,4.61,0.2804,0.2049,36.84,0.2924,405.03
galatasaray_bodøglimt_20251022,soccer_uefa_champs_league,2025-10-22 12:45,galatasaray,bodøglimt,unibet_nl,match_winner,draw,4.60,0.2804,0.2114,32.59,0.2896,402.26
newcastle_nottingham forest_20251005,soccer_epl,2025-10-05 09:00,newcastle,nottingham forest,betfair_ex_eu,match_winner,draw,4.60,0.2804,0.2149,30.46,0.2896,402.26
man_sunderland_20251004,soccer_epl,2025-10-04 10:00,man,sunderland,betfair_ex_eu,match_winner,draw,4.60,0.2804,0.2157,29.99,0.2896,402.26
spurs hotspur_aston villa_20251019,soccer_epl,2025-10-19 09:00,spurs hotspur,aston villa,betsson,moneyline,draw,3.90,0.3300,0.2465,33.87,0.2870,494.83
spurs hotspur_aston villa_20251019,soccer_epl,2025-10-19 09:00,spurs hotspur,aston villa,betsson,moneyline,draw,3.90,0.3300,0.2465,33.87,0.2870,494.83
union berlin_borussia monchengladbach_20251017,soccer_germany_bundesliga,2025-10-17 14:30,union berlin,borussia monchengladbach,unibet_nl,moneyline,draw,3.90,0.3300,0.2481,33.02,0.2870,494.83
union berlin_borussia monchengladbach_20251017,soccer_germany_bundesliga,2025-10-17 14:30,union berlin,borussia monchengladbach,unibet_nl,moneyline,draw,3.90,0.3300,0.2481,33.02,0.2870,494.83
athletic bilbao_mallorca_20251004,soccer_spain_la_liga,2025-10-04 12:30,athletic bilbao,mallorca,unibet_se,moneyline,draw,3.90,0.3300,0.2490,32.55,0.2870,494.83
athletic bilbao_mallorca_20251004,soccer_spain_la_liga,2025-10-04 12:30,athletic bilbao,mallorca,unibet_se,moneyline,draw,3.90,0.3300,0.2490,32.55,0.2870,494.83
psv eindhoven_napoli_20251021,soccer_uefa_champs_league,2025-10-21 15:00,psv eindhoven,napoli,unibet_se,moneyline,draw,3.90,0.3300,0.2491,32.46,0.2870,494.83
psv eindhoven_napoli_20251021,soccer_uefa_champs_league,2025-10-21 15:00,psv eindhoven,napoli,unibet_se,moneyline,draw,3.90,0.3300,0.2491,32.46,0.2870,494.83
chelsea_liverpool_20251004,soccer_epl,2025-10-04 12:30,chelsea,liverpool,betfair_ex_eu,moneyline,draw,3.90,0.3300,0.2557,29.08,0.2870,494.83
chelsea_liverpool_20251004,soccer_epl,2025-10-04 12:30,chelsea,liverpool,betfair_ex_eu,moneyline,draw,3.90,0.3300,0.2557,29.08,0.2870,494.83
brest_nantes_20251004,soccer_france_ligue_one,2025-10-04 13:00,brest,nantes,onexbet,moneyline,draw,3.88,0.3300,0.2541,29.89,0.2804,486.81
brest_nantes_20251004,soccer_france_ligue_one,2025-10-04 13:00,brest,nantes,onexbet,moneyline,draw,3.88,0.3300,0.2541,29.89,0.2804,486.81
bologna_pisa_20251005,soccer_italy_serie_a,2025-10-05 09:00,bologna,pisa,onexbet,moneyline,draw,3.87,0.3300,0.2547,29.58,0.2771,482.75
bologna_pisa_20251005,soccer_italy_serie_a,2025-10-05 09:00,bologna,pisa,onexbet,moneyline,draw,3.87,0.3300,0.2547,29.58,0.2771,482.75
vfl wolfsburg_vfb stuttgart_20251018,soccer_germany_bundesliga,2025-10-18 09:30,vfl wolfsburg,vfb stuttgart,unibet_nl,moneyline,draw,3.85,0.3300,0.2530,30.43,0.2705,474.56
vfl wolfsburg_vfb stuttgart_20251018,soccer_germany_bundesliga,2025-10-18 09:30,vfl wolfsburg,vfb stuttgart,unibet_nl,moneyline,draw,3.85,0.3300,0.2530,30.43,0.2705,474.56
fc copenhagen_borussia dortmund_20251021,soccer_uefa_champs_league,2025-10-21 15:00,fc copenhagen,borussia dortmund,unibet_se,moneyline,draw,3.85,0.3300,0.2534,30.23,0.2705,474.56
fc copenhagen_borussia dortmund_20251021,soccer_uefa_champs_league,2025-10-21 15:00,fc copenhagen,borussia dortmund,unibet_se,moneyline,draw,3.85,0.3300,0.2534,30.23,0.2705,474.56
sporting lisbon_marseille_20251022,soccer_uefa_champs_league,2025-10-22 15:00,sporting lisbon,marseille,betfair_ex_uk,moneyline,draw,3.85,0.3300,0.2554,29.23,0.2705,474.56
sporting lisbon_marseille_20251022,soccer_uefa_champs_league,2025-10-22 15:00,sporting lisbon,marseille,betfair_ex_uk,moneyline,draw,3.85,0.3300,0.2554,29.23,0.2705,474.56
psv eindhoven_napoli_20251021,soccer_uefa_champs_league,2025-10-21 15:00,psv eindhoven,napoli,coolbet,match_winner,home,3.30,0.3843,0.2927,31.31,0.2683,583.25
atalanta bc_lazio_20251019,soccer_italy_serie_a,2025-10-19 12:00,atalanta bc,lazio,pinnacle,moneyline,away,3.72,0.3400,0.2556,33.05,0.2648,486.76
atalanta bc_lazio_20251019,soccer_italy_serie_a,2025-10-19 12:00,atalanta bc,lazio,pinnacle,moneyline,away,3.72,0.3400,0.2556,33.05,0.2648,486.76
elche cf_athletic bilbao_20251019,soccer_spain_la_liga,2025-10-19 08:00,elche cf,athletic bilbao,pinnacle,match_winner,home,3.27,0.3843,0.2916,31.79,0.2568,565.56
1 köln_augsburg_20251018,soccer_germany_bundesliga,2025-10-18 09:30,1 köln,augsburg,tipico_de,moneyline,draw,3.80,0.3300,0.2497,32.14,0.2540,453.57
1 köln_augsburg_20251018,soccer_germany_bundesliga,2025-10-18 09:30,1 köln,augsburg,tipico_de,moneyline,draw,3.80,0.3300,0.2497,32.14,0.2540,453.57
hamburger sv_fsv mainz 05_20251005,soccer_germany_bundesliga,2025-10-05 11:30,hamburger sv,fsv mainz 05,unibet_nl,moneyline,draw,3.80,0.3300,0.2540,29.90,0.2540,453.57
lorient_brest_20251019,soccer_france_ligue_one,2025-10-19 11:15,lorient,brest,unibet_nl,moneyline,draw,3.80,0.3300,0.2540,29.90,0.2540,453.57
hamburger sv_fsv mainz 05_20251005,soccer_germany_bundesliga,2025-10-05 11:30,hamburger sv,fsv mainz 05,unibet_nl,moneyline,draw,3.80,0.3300,0.2540,29.90,0.2540,453.57
lorient_brest_20251019,soccer_france_ligue_one,2025-10-19 11:15,lorient,brest,unibet_nl,moneyline,draw,3.80,0.3300,0.2540,29.90,0.2540,453.57
nice_lyon_20251018,soccer_france_ligue_one,2025-10-18 11:00,nice,lyon,unibet_nl,moneyline,draw,3.80,0.3300,0.2548,29.50,0.2540,453.57
nice_lyon_20251018,soccer_france_ligue_one,2025-10-18 11:00,nice,lyon,unibet_nl,moneyline,draw,3.80,0.3300,0.2548,29.50,0.2540,453.57
fsv mainz 05_bayer leverkusen_20251018,soccer_germany_bundesliga,2025-10-18 09:30,fsv mainz 05,bayer leverkusen,unibet_nl,moneyline,draw,3.80,0.3300,0.2552,29.33,0.2540,453.57
fsv mainz 05_bayer leverkusen_20251018,soccer_germany_bundesliga,2025-10-18 09:30,fsv mainz 05,bayer leverkusen,unibet_nl,moneyline,draw,3.80,0.3300,0.2552,29.33,0.2540,453.57
atalanta bc_lazio_20251019,soccer_italy_serie_a,2025-10-19 12:00,atalanta bc,lazio,unibet_nl,moneyline,draw,3.80,0.3300,0.2556,29.12,0.2540,453.57
atalanta bc_lazio_20251019,soccer_italy_serie_a,2025-10-19 12:00,atalanta bc,lazio,unibet_nl,moneyline,draw,3.80,0.3300,0.2556,29.12,0.2540,453.57
fc st pauli_tsg hoffenheim_20251019,soccer_germany_bundesliga,2025-10-19 11:30,fc st pauli,tsg hoffenheim,unibet_nl,moneyline,draw,3.80,0.3300,0.2557,29.04,0.2540,453.57
fc st pauli_tsg hoffenheim_20251019,soccer_germany_bundesliga,2025-10-19 11:30,fc st pauli,tsg hoffenheim,unibet_nl,moneyline,draw,3.80,0.3300,0.2557,29.04,0.2540,453.57
werder bremen_fc st pauli_20251004,soccer_germany_bundesliga,2025-10-04 09:30,werder bremen,fc st pauli,unibet_nl,moneyline,draw,3.80,0.3300,0.2561,28.87,0.2540,453.57
werder bremen_fc st pauli_20251004,soccer_germany_bundesliga,2025-10-04 09:30,werder bremen,fc st pauli,unibet_nl,moneyline,draw,3.80,0.3300,0.2561,28.87,0.2540,453.57
nantes_lille_20251019,soccer_france_ligue_one,2025-10-19 14:45,nantes,lille,onexbet,moneyline,home,3.80,0.3300,0.2588,27.49,0.2540,453.57
nantes_lille_20251019,soccer_france_ligue_one,2025-10-19 14:45,nantes,lille,onexbet,moneyline,home,3.80,0.3300,0.2588,27.49,0.2540,453.57
auxerre_rc lens_20251004,soccer_france_ligue_one,2025-10-04 15:05,auxerre,rc lens,betfair_ex_eu,moneyline,draw,3.80,0.3300,0.2616,26.15,0.2540,453.57
auxerre_rc lens_20251004,soccer_france_ligue_one,2025-10-04 15:05,auxerre,rc lens,betfair_ex_eu,moneyline,draw,3.80,0.3300,0.2616,26.15,0.2540,453.57
wolverhampton wanderers_brighton and hove albion_20251005,soccer_epl,2025-10-05 09:00,wolverhampton wanderers,brighton and hove albion,betfair_ex_eu,moneyline,home,3.80,0.3300,0.2618,26.04,0.2540,453.57
wolverhampton wanderers_brighton and hove albion_20251005,soccer_epl,2025-10-05 09:00,wolverhampton wanderers,brighton and hove albion,betfair_ex_eu,moneyline,home,3.80,0.3300,0.2618,26.04,0.2540,453.57
fiorentina_as roma_20251005,soccer_italy_serie_a,2025-10-05 09:00,fiorentina,as roma,betfair_ex_eu,match_winner,home,3.25,0.3843,0.3073,25.08,0.2491,553.51
fc copenhagen_borussia dortmund_20251021,soccer_uefa_champs_league,2025-10-21 15:00,fc copenhagen,borussia dortmund,suprabets,moneyline,home,3.78,0.3300,0.2596,27.11,0.2474,444.96
fc copenhagen_borussia dortmund_20251021,soccer_uefa_champs_league,2025-10-21 15:00,fc copenhagen,borussia dortmund,suprabets,moneyline,home,3.78,0.3300,0.2596,27.11,0.2474,444.96
atalanta bc_lazio_20251019,soccer_italy_serie_a,2025-10-19 12:00,atalanta bc,lazio,pinnacle,match_winner,away,3.72,0.3353,0.2556,31.21,0.2474,454.72
auxerre_rc lens_20251004,soccer_france_ligue_one,2025-10-04 15:05,auxerre,rc lens,lowvig,moneyline,home,3.77,0.3300,0.2563,28.77,0.2441,440.61
auxerre_rc lens_20251004,soccer_france_ligue_one,2025-10-04 15:05,auxerre,rc lens,lowvig,moneyline,home,3.77,0.3300,0.2563,28.77,0.2441,440.61
alavés_elche cf_20251005,soccer_spain_la_liga,2025-10-05 08:00,alavés,elche cf,matchbook,moneyline,away,3.65,0.3400,0.2722,24.89,0.2410,454.72
alavés_elche cf_20251005,soccer_spain_la_liga,2025-10-05 08:00,alavés,elche cf,matchbook,moneyline,away,3.65,0.3400,0.2722,24.89,0.2410,454.72
nantes_lille_20251019,soccer_france_ligue_one,2025-10-19 14:45,nantes,lille,unibet_nl,moneyline,draw,3.75,0.3300,0.2562,28.82,0.2375,431.82
nantes_lille_20251019,soccer_france_ligue_one,2025-10-19 14:45,nantes,lille,unibet_nl,moneyline,draw,3.75,0.3300,0.2562,28.82,0.2375,431.82
1 heidenheim_werder bremen_20251018,soccer_germany_bundesliga,2025-10-18 09:30,1 heidenheim,werder bremen,unibet_se,moneyline,draw,3.75,0.3300,0.2562,28.78,0.2375,431.82
1 heidenheim_werder bremen_20251018,soccer_germany_bundesliga,2025-10-18 09:30,1 heidenheim,werder bremen,unibet_se,moneyline,draw,3.75,0.3300,0.2562,28.78,0.2375,431.82
borussia monchengladbach_sc freiburg_20251005,soccer_germany_bundesliga,2025-10-05 13:30,borussia monchengladbach,sc freiburg,unibet_nl,moneyline,draw,3.75,0.3300,0.2577,28.06,0.2375,431.82
borussia monchengladbach_sc freiburg_20251005,soccer_germany_bundesliga,2025-10-05 13:30,borussia monchengladbach,sc freiburg,unibet_nl,moneyline,draw,3.75,0.3300,0.2577,28.06,0.2375,431.82
nottingham forest_chelsea_20251018,soccer_epl,2025-10-18 07:30,nottingham forest,chelsea,leovegas,moneyline,draw,3.75,0.3300,0.2582,27.79,0.2375,431.82
nottingham forest_chelsea_20251018,soccer_epl,2025-10-18 07:30,nottingham forest,chelsea,leovegas,moneyline,draw,3.75,0.3300,0.2582,27.79,0.2375,431.82
crystal palace_bournemouth_20251018,soccer_epl,2025-10-18 10:00,crystal palace,bournemouth,unibet_nl,moneyline,draw,3.75,0.3300,0.2595,27.17,0.2375,431.82
crystal palace_bournemouth_20251018,soccer_epl,2025-10-18 10:00,crystal palace,bournemouth,unibet_nl,moneyline,draw,3.75,0.3300,0.2595,27.17,0.2375,431.82
wolverhampton wanderers_brighton and hove albion_20251005,soccer_epl,2025-10-05 09:00,wolverhampton wanderers,brighton and hove albion,smarkets,moneyline,draw,3.75,0.3300,0.2642,24.93,0.2375,431.82
wolverhampton wanderers_brighton and hove albion_20251005,soccer_epl,2025-10-05 09:00,wolverhampton wanderers,brighton and hove albion,smarkets,moneyline,draw,3.75,0.3300,0.2642,24.93,0.2375,431.82
nottingham forest_chelsea_20251018,soccer_epl,2025-10-18 07:30,nottingham forest,chelsea,tipico_de,match_winner,home,3.50,0.3528,0.2697,30.79,0.2347,469.47
bayer leverkusen_paris saint germain_20251021,soccer_uefa_champs_league,2025-10-21 15:00,bayer leverkusen,paris saint germain,suprabets,match_winner,draw,4.40,0.2804,0.2229,25.77,0.2336,343.47
union saintgilloise_inter milan_20251021,soccer_uefa_champs_league,2025-10-21 15:00,union saintgilloise,inter milan,suprabets,match_winner,draw,4.40,0.2804,0.2233,25.54,0.2336,343.47
ac milan_fiorentina_20251019,soccer_italy_serie_a,2025-10-19 14:45,ac milan,fiorentina,onexbet,match_winner,draw,4.40,0.2804,0.2242,25.06,0.2336,343.47
como_juventus_20251019,soccer_italy_serie_a,2025-10-19 06:30,como,juventus,tipico_de,match_winner,home,3.20,0.3843,0.2949,30.34,0.2299,522.41
1 köln_augsburg_20251018,soccer_germany_bundesliga,2025-10-18 09:30,1 köln,augsburg,tipico_de,moneyline,away,3.60,0.3400,0.2636,28.98,0.2240,430.77
1 köln_augsburg_20251018,soccer_germany_bundesliga,2025-10-18 09:30,1 köln,augsburg,tipico_de,moneyline,away,3.60,0.3400,0.2636,28.98,0.2240,430.77
alavés_elche cf_20251005,soccer_spain_la_liga,2025-10-05 08:00,alavés,elche cf,matchbook,match_winner,away,3.65,0.3353,0.2722,23.17,0.2239,422.45
brighton and hove albion_newcastle_20251018,soccer_epl,2025-10-18 10:00,brighton and hove albion,newcastle,unibet_nl,moneyline,draw,3.70,0.3300,0.2631,25.45,0.2210,409.26
brighton and hove albion_newcastle_20251018,soccer_epl,2025-10-18 10:00,brighton and hove albion,newcastle,unibet_nl,moneyline,draw,3.70,0.3300,0.2631,25.45,0.2210,409.26
as monaco_spurs hotspur_20251022,soccer_uefa_champs_league,2025-10-22 15:00,as monaco,spurs hotspur,suprabets,moneyline,draw,3.70,0.3300,0.2649,24.57,0.2210,409.26
as monaco_spurs hotspur_20251022,soccer_uefa_champs_league,2025-10-22 15:00,as monaco,spurs hotspur,suprabets,moneyline,draw,3.70,0.3300,0.2649,24.57,0.2210,409.26
west ham_brentford_20251020,soccer_epl,2025-10-20 15:00,west ham,brentford,onexbet,moneyline,draw,3.67,0.3300,0.2683,23.00,0.2111,395.32
west ham_brentford_20251020,soccer_epl,2025-10-20 15:00,west ham,brentford,onexbet,moneyline,draw,3.67,0.3300,0.2683,23.00,0.2111,395.32
1 köln_augsburg_20251018,soccer_germany_bundesliga,2025-10-18 09:30,1 köln,augsburg,tipico_de,match_winner,away,3.60,0.3353,0.2636,27.20,0.2071,398.33
napoli_genoa_20251005,soccer_italy_serie_a,2025-10-05 12:00,napoli,genoa,unibet_se,match_winner,draw,4.30,0.2804,0.2267,23.67,0.2055,311.40
newcastle_benfica_20251021,soccer_uefa_champs_league,2025-10-21 15:00,newcastle,benfica,unibet_nl,match_winner,draw,4.30,0.2804,0.2269,23.55,0.2055,311.40
villarreal_man_20251021,soccer_uefa_champs_league,2025-10-21 15:00,villarreal,man,suprabets,match_winner,draw,4.30,0.2804,0.2291,22.35,0.2055,311.40
augsburg_vfl wolfsburg_20251004,soccer_germany_bundesliga,2025-10-04 09:30,augsburg,vfl wolfsburg,onexbet,moneyline,draw,3.65,0.3300,0.2697,22.34,0.2045,385.85
augsburg_vfl wolfsburg_20251004,soccer_germany_bundesliga,2025-10-04 09:30,augsburg,vfl wolfsburg,onexbet,moneyline,draw,3.65,0.3300,0.2697,22.34,0.2045,385.85
le havre_rennes_20251005,soccer_france_ligue_one,2025-10-05 11:15,le havre,rennes,matchbook,moneyline,draw,3.65,0.3300,0.2722,21.22,0.2045,385.85
le havre_rennes_20251005,soccer_france_ligue_one,2025-10-05 11:15,le havre,rennes,matchbook,moneyline,draw,3.65,0.3300,0.2722,21.22,0.2045,385.85
real sociedad_rayo vallecano_20251005,soccer_spain_la_liga,2025-10-05 12:30,real sociedad,rayo vallecano,matchbook,moneyline,draw,3.65,0.3300,0.2737,20.57,0.2045,385.85
real sociedad_rayo vallecano_20251005,soccer_spain_la_liga,2025-10-05 12:30,real sociedad,rayo vallecano,matchbook,moneyline,draw,3.65,0.3300,0.2737,20.57,0.2045,385.85
le havre_rennes_20251005,soccer_france_ligue_one,2025-10-05 11:15,le havre,rennes,betfair_ex_uk,match_winner,home,3.10,0.3843,0.3193,20.36,0.1914,455.78
spurs hotspur_aston villa_20251019,soccer_epl,2025-10-19 09:00,spurs hotspur,aston villa,unibet_nl,moneyline,away,3.50,0.3400,0.2782,22.21,0.1900,380.00
spurs hotspur_aston villa_20251019,soccer_epl,2025-10-19 09:00,spurs hotspur,aston villa,unibet_nl,moneyline,away,3.50,0.3400,0.2782,22.21,0.1900,380.00
sporting lisbon_marseille_20251022,soccer_uefa_champs_league,2025-10-22 15:00,sporting lisbon,marseille,betfair_ex_uk,moneyline,away,3.50,0.3400,0.2809,21.04,0.1900,380.00
sporting lisbon_marseille_20251022,soccer_uefa_champs_league,2025-10-22 15:00,sporting lisbon,marseille,betfair_ex_uk,moneyline,away,3.50,0.3400,0.2809,21.04,0.1900,380.00
arsenal_atlético madrid_20251021,soccer_uefa_champs_league,2025-10-21 15:00,arsenal,atlético madrid,suprabets,match_winner,draw,4.20,0.2832,0.2332,21.47,0.1896,296.24
sevilla_mallorca_20251018,soccer_spain_la_liga,2025-10-18 08:00,sevilla,mallorca,onexbet,moneyline,draw,3.58,0.3300,0.2751,19.95,0.1814,351.55
sevilla_mallorca_20251018,soccer_spain_la_liga,2025-10-18 08:00,sevilla,mallorca,onexbet,moneyline,draw,3.58,0.3300,0.2751,19.95,0.1814,351.55
lille_paris saint germain_20251005,soccer_france_ligue_one,2025-10-05 14:45,lille,paris saint germain,casumo,match_winner,draw,4.20,0.2804,0.2266,23.72,0.1775,277.32
as monaco_nice_20251005,soccer_france_ligue_one,2025-10-05 11:15,as monaco,nice,unibet_nl,match_winner,draw,4.20,0.2804,0.2295,22.17,0.1775,277.32
toulouse_metz_20251019,soccer_france_ligue_one,2025-10-19 11:15,toulouse,metz,leovegas_se,match_winner,draw,4.20,0.2804,0.2305,21.63,0.1775,277.32
bayer leverkusen_union berlin_20251004,soccer_germany_bundesliga,2025-10-04 09:30,bayer leverkusen,union berlin,unibet_nl,match_winner,draw,4.20,0.2804,0.2313,21.21,0.1775,277.32
spurs hotspur_aston villa_20251019,soccer_epl,2025-10-19 09:00,spurs hotspur,aston villa,unibet_nl,match_winner,away,3.50,0.3353,0.2782,20.53,0.1736,347.20
sporting lisbon_marseille_20251022,soccer_uefa_champs_league,2025-10-22 15:00,sporting lisbon,marseille,betfair_ex_uk,match_winner,away,3.50,0.3353,0.2809,19.37,0.1736,347.20
celta vigo_real sociedad_20251019,soccer_spain_la_liga,2025-10-19 10:15,celta vigo,real sociedad,unibet_nl,moneyline,away,3.45,0.3400,0.2820,20.57,0.1730,353.06
celta vigo_real sociedad_20251019,soccer_spain_la_liga,2025-10-19 10:15,celta vigo,real sociedad,unibet_nl,moneyline,away,3.45,0.3400,0.2820,20.57,0.1730,353.06
hamburger sv_fsv mainz 05_20251005,soccer_germany_bundesliga,2025-10-05 11:30,hamburger sv,fsv mainz 05,betfair_ex_eu,match_winner,home,3.05,0.3843,0.3242,18.55,0.1722,420.03
fiorentina_as roma_20251005,soccer_italy_serie_a,2025-10-05 09:00,fiorentina,as roma,onexbet,moneyline,draw,3.54,0.3300,0.2784,18.53,0.1682,331.10
fiorentina_as roma_20251005,soccer_italy_serie_a,2025-10-05 09:00,fiorentina,as roma,onexbet,moneyline,draw,3.54,0.3300,0.2784,18.53,0.1682,331.10
levante_rayo vallecano_20251019,soccer_spain_la_liga,2025-10-19 12:30,levante,rayo vallecano,pinnacle,moneyline,draw,3.53,0.3300,0.2701,22.18,0.1649,325.89
levante_rayo vallecano_20251019,soccer_spain_la_liga,2025-10-19 12:30,levante,rayo vallecano,pinnacle,moneyline,draw,3.53,0.3300,0.2701,22.18,0.1649,325.89
as monaco_spurs hotspur_20251022,soccer_uefa_champs_league,2025-10-22 15:00,as monaco,spurs hotspur,onexbet,match_winner,home,3.02,0.3843,0.3258,17.98,0.1607,397.73
fc kairat_pafos_20251021,soccer_uefa_champs_league,2025-10-21 12:45,fc kairat,pafos,suprabets,moneyline,draw,3.51,0.3300,0.2792,18.18,0.1583,315.34
fc kairat_pafos_20251021,soccer_uefa_champs_league,2025-10-21 12:45,fc kairat,pafos,suprabets,moneyline,draw,3.51,0.3300,0.2792,18.18,0.1583,315.34
aston villa_burnley_20251005,soccer_epl,2025-10-05 09:00,aston villa,burnley,onexbet,match_winner,draw,4.13,0.2804,0.2384,17.60,0.1579,252.18
rennes_auxerre_20251019,soccer_france_ligue_one,2025-10-19 11:15,rennes,auxerre,onexbet,match_winner,draw,4.13,0.2804,0.2389,17.36,0.1579,252.18
fsv mainz 05_bayer leverkusen_20251018,soccer_germany_bundesliga,2025-10-18 09:30,fsv mainz 05,bayer leverkusen,onexbet,match_winner,home,3.01,0.3843,0.3271,17.50,0.1568,390.14
